year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,1
1895,0
1896,0
1897,1
1898,0
1899,0
1900,0
1901,1
1902,0
1903,4
1904,0
1905,0
1906,0
1907,0
1908,3
1909,2
1910,1
1911,0
1912,3
1913,1
1914,0
1915,1
1916,2
1917,5
1918,9
1919,0
1920,0
1921,0
1922,1
1923,0
1924,0
1925,1
1926,0
1927,0
1928,2
1929,0
1930,0
1931,0
