year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,0
1899,1
1900,0
1901,1
1902,4
1903,2
1904,5
1905,5
1906,3
1907,5
1908,3
1909,4
1910,8
1911,9
1912,17
1913,11
1914,8
1915,15
1916,2
1917,5
1918,13
1919,6
1920,9
1921,12
1922,2
1923,2
1924,3
1925,7
1926,5
1927,8
1928,14
1929,12
1930,12
1931,6
