year,"Erwähnungen"
1879,1
1880,1
1881,0
1882,8
1883,5
1884,2
1885,3
1886,0
1887,2
1888,0
1889,3
1890,1
1891,1
1892,2
1893,1
1894,0
1895,0
1896,1
1897,8
1898,0
1899,1
1900,0
1901,5
1902,8
1903,2
1904,4
1905,2
1906,1
1907,3
1908,3
1909,16
1910,11
1911,1
1912,1
1913,2
1914,0
1915,0
1916,6
1917,3
1918,4
1919,1
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,1
1931,0
