year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,2
1900,0
1901,0
1902,0
1903,0
1904,0
1905,10
1906,21
1907,15
1908,9
1909,17
1910,13
1911,12
1912,9
1913,16
1914,11
1915,5
1916,6
1917,8
1918,4
1919,4
1920,1
1921,6
1922,1
1923,0
1924,1
1925,3
1926,0
1927,0
1928,0
1929,0
1930,2
1931,0
