year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,4
1897,0
1898,25
1899,14
1900,6
1901,1
1902,0
1903,10
1904,2
1905,14
1906,6
1907,7
1908,4
1909,33
1910,8
1911,3
1912,4
1913,1
1914,2
1915,3
1916,2
1917,2
1918,1
1919,0
1920,0
1921,0
1922,0
1923,1
1924,1
1925,1
1926,1
1927,0
1928,0
1929,0
1930,0
1931,0
