year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,1
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,3
1893,0
1894,0
1895,10
1896,8
1897,6
1898,0
1899,0
1900,0
1901,0
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,2
1917,1
1918,1
1919,0
1920,2
1921,0
1922,0
1923,0
1924,0
1925,0
1926,1
1927,3
1928,0
1929,0
1930,1
1931,0
