year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,35
1895,225
1896,225
1897,212
1898,299
1899,73
1900,1
1901,2
1902,0
1903,8
1904,6
1905,3
1906,4
1907,1
1908,3
1909,2
1910,4
1911,3
1912,4
1913,4
1914,2
1915,2
1916,6
1917,2
1918,6
1919,5
1920,5
1921,6
1922,7
1923,4
1924,3
1925,1
1926,1
1927,1
1928,1
1929,2
1930,0
1931,1
