year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,2
1888,3
1889,1
1890,2
1891,2
1892,2
1893,7
1894,2
1895,10
1896,17
1897,24
1898,7
1899,2
1900,5
1901,5
1902,1
1903,0
1904,1
1905,3
1906,4
1907,2
1908,2
1909,0
1910,8
1911,1
1912,2
1913,3
1914,0
1915,0
1916,2
1917,0
1918,3
1919,0
1920,1
1921,3
1922,0
1923,1
1924,1
1925,0
1926,0
1927,0
1928,1
1929,0
1930,3
1931,0
