year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,2
1893,8
1894,0
1895,1
1896,0
1897,1
1898,1
1899,1
1900,1
1901,1
1902,3
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,1
1910,6
1911,2
1912,2
1913,0
1914,1
1915,0
1916,0
1917,0
1918,0
1919,2
1920,2
1921,5
1922,1
1923,2
1924,0
1925,0
1926,3
1927,5
1928,4
1929,2
1930,0
1931,0
