year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,5
1891,19
1892,47
1893,52
1894,64
1895,81
1896,55
1897,43
1898,39
1899,24
1900,26
1901,8
1902,27
1903,21
1904,23
1905,28
1906,18
1907,51
1908,48
1909,63
1910,66
1911,26
1912,44
1913,28
1914,20
1915,24
1916,18
1917,22
1918,38
1919,30
1920,24
1921,32
1922,27
1923,37
1924,28
1925,17
1926,11
1927,24
1928,16
1929,35
1930,12
1931,13
