year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,2
1903,1
1904,1
1905,4
1906,2
1907,2
1908,2
1909,10
1910,24
1911,22
1912,14
1913,11
1914,19
1915,22
1916,2
1917,2
1918,10
1919,5
1920,5
1921,2
1922,4
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
