year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,34
1894,244
1895,117
1896,25
1897,8
1898,9
1899,1
1900,3
1901,1
1902,1
1903,4
1904,3
1905,1
1906,1
1907,1
1908,0
1909,0
1910,2
1911,5
1912,0
1913,1
1914,1
1915,0
1916,1
1917,1
1918,2
1919,1
1920,0
1921,1
1922,1
1923,0
1924,2
1925,0
1926,0
1927,0
1928,0
1929,0
1930,1
1931,1
