year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,3
1895,0
1896,8
1897,2
1898,8
1899,0
1900,8
1901,2
1902,0
1903,0
1904,1
1905,1
1906,3
1907,1
1908,2
1909,0
1910,0
1911,3
1912,3
1913,0
1914,2
1915,2
1916,0
1917,0
1918,3
1919,3
1920,1
1921,3
1922,5
1923,5
1924,9
1925,19
1926,6
1927,5
1928,2
1929,1
1930,1
1931,0
