year,"Erwähnungen"
1879,0
1880,0
1881,1
1882,0
1883,0
1884,0
1885,0
1886,0
1887,1
1888,0
1889,0
1890,0
1891,1
1892,1
1893,3
1894,0
1895,2
1896,8
1897,0
1898,0
1899,1
1900,1
1901,0
1902,3
1903,1
1904,2
1905,1
1906,6
1907,4
1908,1
1909,4
1910,2
1911,3
1912,4
1913,1
1914,5
1915,2
1916,1
1917,3
1918,4
1919,2
1920,4
1921,4
1922,7
1923,1
1924,1
1925,0
1926,2
1927,2
1928,3
1929,0
1930,3
1931,0
