year,"Erwähnungen"
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,2
1905,5
1906,6
1907,6
1908,3
1909,2
1910,3
1911,0
1912,2
1913,2
1914,3
1915,0
1916,3
1917,11
1918,2
1919,2
1920,2
1921,2
1922,1
1923,2
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,0
1931,0
