year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,0
1887,1
1888,3
1889,3
1890,4
1891,0
1892,1
1893,8
1894,5
1895,8
1896,4
1897,2
1898,2
1899,2
1900,0
1901,2
1902,2
1903,6
1904,6
1905,8
1906,10
1907,8
1908,5
1909,10
1910,13
1911,23
1912,17
1913,16
1914,13
1915,14
1916,8
1917,8
1918,12
1919,11
1920,11
1921,26
1922,10
1923,7
1924,10
1925,8
1926,8
1927,16
1928,16
1929,13
1930,18
1931,13
