year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,2
1904,0
1905,1
1906,4
1907,0
1908,1
1909,2
1910,3
1911,3
1912,5
1913,1
1914,2
1915,3
1916,0
1917,0
1918,1
1919,0
1920,6
1921,4
1922,0
1923,1
1924,1
1925,0
1926,1
1927,2
1928,7
1929,4
1930,3
1931,1
