year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,1
1893,0
1894,0
1895,0
1896,3
1897,2
1898,2
1899,1
1900,2
1901,1
1902,2
1903,2
1904,6
1905,16
1906,10
1907,35
1908,12
1909,11
1910,60
1911,15
1912,5
1913,7
1914,1
1915,2
1916,0
1917,1
1918,1
1919,0
1920,2
1921,2
1922,2
1923,4
1924,0
1925,0
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
