year,"Erwähnungen"
1879,0
1880,4
1881,0
1882,2
1883,0
1884,0
1885,2
1886,1
1887,1
1888,3
1889,1
1890,3
1891,6
1892,7
1893,8
1894,9
1895,9
1896,8
1897,15
1898,4
1899,6
1900,0
1901,1
1902,13
1903,36
1904,71
1905,108
1906,110
1907,90
1908,71
1909,79
1910,77
1911,67
1912,5
1913,6
1914,3
1915,8
1916,6
1917,8
1918,1
1919,1
1920,2
1921,2
1922,4
1923,6
1924,2
1925,0
1926,1
1927,1
1928,0
1929,1
1930,2
1931,0
