year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,1
1883,2
1884,2
1885,0
1886,0
1887,0
1888,2
1889,1
1890,2
1891,1
1892,0
1893,9
1894,1
1895,1
1896,4
1897,0
1898,1
1899,0
1900,0
1901,2
1902,1
1903,0
1904,0
1905,1
1906,1
1907,0
1908,2
1909,2
1910,1
1911,0
1912,1
1913,1
1914,1
1915,0
1916,3
1917,7
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,2
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
