year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,3
1894,3
1895,3
1896,1
1897,5
1898,1
1899,1
1900,0
1901,1
1902,1
1903,1
1904,6
1905,3
1906,4
1907,1
1908,2
1909,4
1910,3
1911,6
1912,4
1913,2
1914,2
1915,0
1916,0
1917,1
1918,0
1919,0
1920,1
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,1
