year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,2
1903,0
1904,1
1905,6
1906,5
1907,2
1908,5
1909,8
1910,8
1911,13
1912,7
1913,6
1914,2
1915,8
1916,6
1917,12
1918,7
1919,14
1920,9
1921,4
1922,7
1923,3
1924,4
1925,1
1926,4
1927,4
1928,3
1929,1
1930,3
1931,1
