year,"Erwähnungen"
1879,0
1880,2
1881,0
1882,2
1883,0
1884,3
1885,3
1886,2
1887,1
1888,2
1889,7
1890,4
1891,5
1892,3
1893,5
1894,7
1895,5
1896,6
1897,6
1898,11
1899,7
1900,4
1901,3
1902,11
1903,16
1904,24
1905,19
1906,10
1907,12
1908,10
1909,14
1910,21
1911,20
1912,20
1913,16
1914,13
1915,14
1916,10
1917,11
1918,9
1919,7
1920,35
1921,56
1922,29
1923,22
1924,27
1925,17
1926,17
1927,25
1928,22
1929,16
1930,15
1931,13
