year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,3
1888,13
1889,6
1890,1
1891,1
1892,2
1893,2
1894,4
1895,1
1896,2
1897,0
1898,0
1899,1
1900,0
1901,1
1902,2
1903,3
1904,7
1905,1
1906,4
1907,2
1908,0
1909,1
1910,1
1911,1
1912,5
1913,0
1914,1
1915,0
1916,2
1917,4
1918,3
1919,0
1920,0
1921,0
1922,0
1923,1
1924,1
1925,5
1926,0
1927,0
1928,1
1929,0
1930,3
1931,2
