year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,14
1892,25
1893,14
1894,30
1895,31
1896,10
1897,13
1898,5
1899,1
1900,3
1901,9
1902,7
1903,20
1904,24
1905,17
1906,16
1907,11
1908,7
1909,15
1910,9
1911,11
1912,9
1913,8
1914,5
1915,3
1916,16
1917,6
1918,21
1919,6
1920,1
1921,2
1922,9
1923,5
1924,3
1925,0
1926,0
1927,1
1928,1
1929,1
1930,0
1931,4
