year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,2
1900,0
1901,1
1902,3
1903,0
1904,0
1905,15
1906,66
1907,47
1908,16
1909,21
1910,31
1911,24
1912,17
1913,22
1914,17
1915,5
1916,11
1917,11
1918,14
1919,12
1920,5
1921,6
1922,8
1923,0
1924,3
1925,3
1926,2
1927,0
1928,0
1929,0
1930,1
1931,0
