year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,3
1890,12
1891,3
1892,24
1893,48
1894,15
1895,3
1896,11
1897,9
1898,6
1899,3
1900,3
1901,4
1902,4
1903,2
1904,4
1905,3
1906,0
1907,0
1908,2
1909,2
1910,5
1911,4
1912,1
1913,3
1914,2
1915,1
1916,0
1917,1
1918,0
1919,0
1920,0
1921,2
1922,1
1923,1
1924,1
1925,2
1926,0
1927,0
1928,1
1929,0
1930,1
1931,0
