year,"Erwähnungen"
1879,2
1880,8
1881,2
1882,2
1883,0
1884,0
1885,0
1886,0
1887,3
1888,2
1889,1
1890,2
1891,1
1892,5
1893,5
1894,6
1895,2
1896,1
1897,0
1898,6
1899,1
1900,3
1901,1
1902,2
1903,5
1904,6
1905,4
1906,3
1907,1
1908,0
1909,2
1910,1
1911,0
1912,1
1913,1
1914,0
1915,0
1916,5
1917,3
1918,2
1919,2
1920,1
1921,1
1922,11
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
