year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,2
1893,0
1894,4
1895,3
1896,7
1897,1
1898,3
1899,3
1900,0
1901,2
1902,3
1903,6
1904,5
1905,3
1906,3
1907,9
1908,8
1909,6
1910,18
1911,12
1912,18
1913,8
1914,8
1915,12
1916,4
1917,9
1918,25
1919,10
1920,9
1921,8
1922,9
1923,12
1924,17
1925,6
1926,13
1927,9
1928,17
1929,14
1930,20
1931,3
