year,"Erwähnungen"
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,1
1901,0
1902,1
1903,2
1904,4
1905,4
1906,2
1907,4
1908,3
1909,2
1910,8
1911,7
1912,8
1913,7
1914,5
1915,5
1916,7
1917,15
1918,10
1919,0
1920,7
1921,10
1922,8
1923,1
1924,5
1925,4
1926,1
1927,3
1928,14
1929,28
1930,30
1931,26
